"","business_id","stars","alcohol","divey","casual","bikeparking","businessacceptscreditcards","goodforkids","dessert","latenight","lunch","dinner","brunch","hastv","restaurantsdelivery"
"1786","mIlQi6nZdFbEAjZuQ6pFfQ",4,"none",0,1,1,1,1,0,0,1,1,0,1,1
"1787","nsEO3MRzYLKfgtID7gvArw",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1789","rydwhaJPcQhxHlHO0PMZMQ",4.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1790","QVHKpXJ3fRNMvin0Yvb4Yw",4,"none",0,0,1,1,1,1,0,0,0,0,0,0
"1793","SEeFkKq1Y__OQiPMQykG7Q",3.5,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1794","5WhDd9MnacntXYURmvgMZA",4,"none",0,1,1,1,1,0,0,1,0,0,1,1
"1795","Nut3ob6m58of2curSbrFWQ",3.5,"none",0,1,0,1,1,0,0,0,0,0,0,0
"1798","q6Wa5iJwcuBxMpI2kZXUAQ",2.5,"none",0,0,0,1,1,0,1,0,0,0,0,0
"1801","5eKk8dA1QtKaQr_5i_SCRw",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1809","jHIJ0hfy5USIWvcdynzrFQ",3.5,"none",0,1,1,1,1,0,1,0,0,0,0,1
"1811","leXt81sCi1dyH1RF7nT3ig",2,"none",1,0,1,1,1,0,0,1,0,0,0,0
"1813","5FiuxRWs-indyk2Y9imkSg",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"1814","Eqd5QGaW7_C-qHNGzs1uUg",3.5,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1815","OFNXLfKbnsh7zV6Iu3EbyA",3.5,"none",0,1,1,1,1,0,1,1,1,0,1,1
"1816","mKmmHENEmK2pVi-4H67mIw",3.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,0
"1819","oLbHJ_qJh78Kw4fhUw1HGg",3.5,"none",0,0,1,1,1,0,0,1,0,0,0,1
"1821","l5NUIeAo6Fk-Vx4nm3Xqfg",3.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,1
"1823","apATPHcdiWr-Tgywu6mvHg",2,"none",0,1,1,1,1,0,0,0,0,0,0,0
"1824","2OkYkQRItlqbKw9Mz7flCA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1826","rBBAD_fHaYnqWC_APHO2SQ",2.5,"none",0,0,1,1,1,0,0,1,1,0,0,1
"1827","BZ8nUf9R4sa1S-9sU6AjRg",3.5,"beerandwine",0,0,1,1,1,0,0,0,0,0,0,0
"1829","Qk36E2wRexicmtcUrEyWsQ",3,"fullbar",0,1,1,1,1,0,0,1,1,1,1,0
"1830","RJKbewB0SzRZpIvQmiF-dQ",3.5,"none",1,0,0,1,1,0,0,1,0,0,0,1
"1833","cabOEjEmUdFjDwe67HpXkA",4,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,0
"1834","NG5qynmV0kzxQMFJG7mhEw",2.5,"none",0,0,1,1,0,0,0,0,0,0,0,1
"1836","GUsYtGG557XKlHaMH87erg",3,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,0
"1839","fuW-VCynECpKukrm-9nxdg",3.5,"fullbar",0,1,0,1,1,1,0,1,0,0,1,0
"1840","B19KKE75ZxqoR3EDuvA1qw",2.5,"none",0,1,0,1,1,0,0,1,0,0,0,0
"1841","ERZua_xpyvHBnChITstpFg",4,"none",0,0,1,1,1,0,0,0,0,0,1,1
"1845","b207RNqIAhTd4JsRsnXB1Q",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1847","tbMAjldMYhvDUS2gG5Fdxw",3.5,"fullbar",1,0,1,1,1,0,0,1,1,0,0,1
"1849","nQVPgOqVrNIWhY3F5kS79g",4,"none",1,1,1,1,1,0,0,0,0,0,0,1
"1853","7tNY4BYLA4laqWNV4IWGQg",4.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1858","hU7z5Jtl57RIODS0hPg9Ug",4,"none",1,0,1,1,1,0,0,1,0,0,1,0
"1862","wonQ-ZsUKzCMF9Er3uGF8A",2.5,"none",0,0,0,1,1,0,0,0,0,0,1,1
"1866","OPIX1wTOll0aZT08Wr6sDw",3.5,"none",0,0,0,1,1,0,0,0,0,0,0,1
"1869","-8ILwSisSrTzcyy_Z0o9oA",3.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1872","K6h0y_nilh7kTeXmG_Q0pw",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"1874","lYCeqldIiOggsbByH3RRhw",2,"none",0,0,0,1,1,0,0,1,0,0,0,0
"1881","44YFU284Z3KDEy25QyVoUw",3.5,"beerandwine",0,1,1,1,1,0,0,0,1,0,0,0
"1882","R073RHVTWuUc_JabjD0bsA",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1889","Ynm7H4c2ll5vZEX3iLdxmw",4,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1891","Jy40ercZIQaNcz2qV3qgow",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1892","3qlqzQrwh8hjBltlgFgsJQ",4,"fullbar",0,0,1,1,1,0,0,0,0,1,1,0
"1893","CLthP1yn32xlBswIbsLIjQ",3.5,"fullbar",1,0,0,1,1,0,1,1,1,0,1,1
"1897","wjf1uZNr6E4LQ0nUNHX5AA",4,"none",0,1,1,1,1,0,1,1,1,0,1,0
"1899","kQabQnNavQ7FgfyuXf8Niw",3.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1902","INuaxyGB7eE_6xMtYUersg",4,"none",1,0,1,1,1,0,1,0,0,0,1,0
"1903","PxANrd2dLItNNSAWyiQTjQ",4,"beerandwine",1,0,1,1,1,0,0,0,0,0,1,1
"1904","UVqelOc_xJwy6lfnOhiCLQ",4,"none",1,1,0,1,1,0,0,1,0,0,1,0
"1905","szlIcLQE7K-1JuKeJIRKsQ",2.5,"fullbar",1,1,1,1,1,0,0,0,1,0,1,0
"1907","myw0csRck6XG4w5Z-EFyqg",4,"none",0,1,1,1,1,0,0,1,1,0,0,1
"1909","odfX0wO7fOyqa8oobxh96w",2.5,"none",0,0,0,1,0,0,0,1,0,0,0,0
"1910","jWHr_b19C1SjRvfI9jbdmQ",4,"none",0,1,1,1,1,0,0,1,1,0,1,0
"1912","RRw9I8pHt5PzgYGT2QeODw",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1914","WLCdg4ib7-_7b8epoXRjAw",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"1915","67Dl9MQcSUNU0OqgsaFs_w",4,"fullbar",0,1,1,1,1,0,1,1,1,0,1,0
"1916","wt6SJHPEknFUWjn67_wKoQ",4,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1917","j3SHAiF8OIlY3kUPnAAlKw",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1918","MD2lokfrZ-2NlDMkKbgEPA",2.5,"none",0,0,1,1,1,0,0,1,0,0,0,0
"1920","p4YvOzp42g3JzlXJny8F0g",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1927","GvBGYrTb6HKMA50TuVQztA",3,"none",1,0,1,1,1,0,1,1,1,0,1,1
"1929","RKX755uAGPMerCWueEpevQ",4,"none",1,1,1,1,1,0,0,1,1,0,1,0
"1930","szeG61Jn4dFrLqhZy0m_ug",3,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,0
"1931","haa0u6VwTWBXbIW0mxlSGw",2.5,"none",0,1,0,1,1,0,0,1,1,0,0,1
"1934","ai8nfTBNvL579cjIuqZajQ",3.5,"none",0,1,1,1,1,0,0,1,1,0,0,1
"1936","V0GryzKJfygQOK-n8Hw5Mw",3.5,"fullbar",0,0,0,1,1,0,0,0,0,1,1,0
"1937","R8U89M5NjaL9wf-6k4H1xQ",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"1939","QOmojzu24dTI2coPjOtu2Q",2.5,"none",1,0,1,1,1,0,1,1,1,0,0,1
"1942","jG0m1-899xwYY3IXpTRRCQ",4.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"1945","prdA1r8XP03oD-PYvZJ5AA",3,"fullbar",0,0,0,1,1,0,0,1,0,0,1,0
"1946","fQclKmk5G2_g98cDNPvj0g",4,"fullbar",1,0,1,1,1,0,0,1,0,0,1,0
"1948","9ULcHyUTN1O16Vr8KUMQew",3,"none",1,0,1,1,1,0,0,1,0,0,0,1
"1950","ZGpT6rcgSsJ4GxwTHbvvJw",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"1951","bL6jQdJPaYRcCj4vIuT0eQ",3,"none",1,0,1,1,1,0,1,0,0,0,0,0
"1953","wDfz8ap9xWzj46mtNDcT9A",4,"fullbar",1,1,0,1,1,0,0,1,1,0,1,0
"1963","fP4sMlVw_MvyGNv4xeTGDA",4.5,"none",0,1,1,1,1,0,0,1,1,0,0,0
"1964","OwOMoh48nxjIgPkGU9RxGQ",3,"fullbar",0,0,1,1,1,0,0,1,0,0,1,0
"1967","55LdBLn7CXbWwhD06Zn_0Q",2.5,"none",0,0,0,1,1,0,0,0,0,0,0,0
"1968","Z8SXv1u_6rKicQy9P7G6fw",3,"fullbar",0,1,1,1,1,0,1,0,0,0,0,0
"1969","On5sceeptZSlLeGWDDGiwQ",2,"none",0,1,0,1,1,0,1,1,1,0,0,1
"1971","OIrYGca3yQdxEZQR2yhj3w",3,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1972","9ehTNgvu0vZgHjWkQqF6KQ",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,0,0
"1973","mqiHZYNXnMLaEK87JZOzmA",3,"none",0,0,1,1,1,0,0,1,0,0,0,1
"1974","1skTxDMBQSpElbLfhBgmVQ",2.5,"none",0,1,1,1,1,0,0,1,0,0,0,1
"1975","PmQqj0wAnraXPuPSZCzEZQ",3,"none",0,1,0,1,1,0,0,1,0,0,0,0
"1976","E4POatW_bg-T0MzD4DuLeg",3.5,"none",1,0,1,1,1,0,1,0,0,0,1,0
"1978","9_A_ka0LR0xr0EDb_nc-gg",3.5,"beerandwine",0,1,0,1,1,0,0,0,1,0,1,0
"1979","x0nPQOsfh_fy43-M-iCbRA",3,"none",0,0,0,1,1,0,0,0,0,0,0,0
"1981","imBVeP4aA-aLTdPD-t8_WQ",3,"none",0,0,1,1,0,0,0,1,1,0,0,1
"1986","VKmt_G2KSkAAFLRWyiGK2w",4,"fullbar",0,1,1,1,1,0,0,0,0,0,1,0
"1987","LV63vo4iBHIo7gjiz-Oqgg",4,"none",0,1,0,1,1,0,0,1,0,1,1,0
"1991","PEulzjDwcSL_ujv5mRbc4w",3,"none",1,0,1,1,1,0,0,1,1,0,1,1
"1996","H49HnyOQZHJSCV6FtIcM8w",2,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1999","OPFoX64eLMA9QZDjOLLVQg",4,"none",1,0,1,1,1,0,0,0,0,0,1,0
"2003","HUKbH7r9TBJPri6LJbBKtw",3,"none",1,0,1,1,1,0,1,1,0,0,0,0
"2004","F2pfjAZ_3dMTGCKv6c5wOw",4,"fullbar",0,0,1,1,0,0,0,0,1,0,0,0
"2009","RHoFn4B0AfyqyWGYFqeSXA",4,"none",0,1,1,1,1,0,0,1,1,0,0,0
"2010","FoKx_RP4kUM-aiGo3wlUUw",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2011","h_-KUSA612pFEIGC_dCsKQ",3,"none",0,0,1,1,1,0,0,0,0,1,1,0
"2014","jhP9rUsV-KvgHu1n--7Q3w",3.5,"none",0,0,1,1,1,0,0,0,0,0,1,1
"2015","PQWE8a6Opjiuzt7DaX2R6Q",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2021","ujBk7cdEvo5FkD1e0Gzq1Q",2.5,"none",0,0,1,1,1,0,0,1,0,0,0,1
"2023","imyKBHJGFixHJ2bh400b7Q",2.5,"fullbar",0,1,0,1,1,0,0,0,0,0,1,1
"2027","RYzJr_ZeSCLaAW6TBR86zQ",3,"none",0,1,1,1,1,0,0,0,0,0,0,0
"2030","FwuSvfRx_xkWV61VnCy9ug",3,"fullbar",0,1,0,1,1,0,0,0,1,0,1,0
"2031","TRrPVzJ0kJVm-11rYO9faw",3.5,"none",0,1,1,1,1,0,0,1,0,0,1,1
"2035","Qgh-6o1N_GG_BFfw0pxBtg",2.5,"none",0,0,1,1,0,0,0,0,0,0,0,1
"2038","LVyoW7-2XMnb1avqWNZ3yw",3,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"2039","A-IqLvBfU5Gr_b9HVLETTw",3,"none",0,1,0,1,1,0,0,0,1,0,0,1
"2042","YaEPtPnEqh3WSsGq7cL44Q",4,"none",0,1,1,0,1,0,0,1,1,0,0,0
"2044","w96oa6oQk2kolYfy8Ja2Mw",3.5,"none",0,0,1,1,1,0,0,1,0,0,0,0
"2045","p91DHXkz5o_k825LwQPK9g",3,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2046","p-w6g8cuQq5PU_4U1XNCzQ",4,"fullbar",0,1,1,1,1,1,0,1,1,0,1,0
"2047","t5vvlSgoeHF9uY6VkokmSg",3,"none",0,1,1,1,1,0,0,1,0,0,0,1
"2048","iZfeH70e_YFLrURT8WuCYQ",3,"fullbar",0,1,1,1,1,0,0,0,0,0,1,0
"2050","euksvHm653hJMJBqzcvMzQ",3,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"2051","cbm9sq6Wis6T_WmbiFy8Ag",3,"none",0,1,1,1,1,0,0,0,0,0,0,0
"2052","92lt0pzWl8RRZiPCikDUpA",3,"none",0,0,1,1,1,0,0,0,0,1,0,0
"2053","5E37qENVklkwAMHmIwc_IA",4.5,"none",0,0,1,0,1,0,0,0,0,0,1,0
"2054","rOHLBGBcWzlxdvNI6squgQ",4,"none",1,0,1,1,1,0,0,1,0,0,1,0
"2056","4KKmloORuH47OySm9Fq6ug",3.5,"none",1,0,1,0,1,0,0,1,1,0,0,0
"2062","LQZ2yBIAFmXYbDD0Z2Nhug",2.5,"none",0,0,0,1,1,0,0,0,0,0,0,0
"2064","4qiD9hcUiY4AfCBBqpMYeQ",4,"beerandwine",0,1,0,1,1,0,0,1,1,0,1,0
"2066","lENkF6Cgd9WzUDBcuZcAPA",4.5,"none",0,1,1,1,1,0,0,1,1,0,1,0
"2067","eppng2FiFAJa1CZBDX6mbQ",2.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"2068","HFSyU3JO8PAg34BCsPMo0g",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"2070","f5sSn5cO4t6mF_mdnzKkyA",2.5,"none",0,0,1,1,1,0,0,1,0,0,0,0
"2072","ZtdCS8XjmL4P6BvMOIQWag",3.5,"none",0,1,1,1,1,0,0,0,0,0,0,0
"2073","trsKoo2b9-nMcXCKn8dlfQ",4,"none",0,1,1,1,1,0,0,1,1,0,0,0
"2075","02eESJZNF3qigrJ3GNRgIQ",5,"none",0,0,1,0,1,0,0,0,0,0,0,0
"2076","zY_YAwo4On0aqOABS-1cBA",3.5,"fullbar",0,1,0,1,1,0,0,1,0,0,1,0
"2079","5KgZD0CDNpUjbdV7OjUuXA",3.5,"fullbar",0,1,1,1,1,0,0,0,0,1,1,0
"2081","MSYpFcm5FAkQYLcY6tkOgw",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"2083","poOnGeQlHEnWRAH9t_0KMg",4.5,"fullbar",0,0,1,1,1,0,0,1,1,0,1,1
"2085","Sv1XtPN-utoenqdIn9ZMyQ",4,"beerandwine",0,0,1,1,1,0,0,1,0,0,1,0
"2093","vZafOAECfChenbQjhlZQlA",2.5,"none",0,0,1,1,1,0,0,0,0,0,1,0
"2094","yYMTMtguT90BfMJVxasFuw",4,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2096","h-Oq86DZfZad9kKXe8m7Lg",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"2097","8YjfILsV0xu84t0aTiceig",3.5,"none",0,1,1,1,1,0,0,0,1,0,0,0
"2098","G8LBVca1vOBKYeMCMpajGA",4,"none",1,0,0,1,1,0,1,1,1,0,1,0
"2102","W36vefYka0IZAPWygxJtqg",4.5,"none",0,0,1,1,1,0,0,0,1,0,1,0
"2103","l683preTG0GIk9XMaHAUNA",3.5,"none",0,0,0,1,1,0,0,0,0,0,0,0
"2108","USRXU4ASBAFSKhlk-KVrCw",3,"none",0,1,0,1,1,0,0,0,0,0,0,0
"2109","hlDcfzRGfmSmL5LpYcRqKA",3.5,"none",0,0,1,1,1,0,0,1,1,0,0,1
"2110","LQ-gMAQLbPVxjrBYCJ1ApQ",4,"beerandwine",1,0,0,1,1,0,0,1,1,0,1,0
"2111","6qKjl6xJQzLb9ka-QbTudA",4.5,"none",0,1,0,1,1,0,0,1,1,0,1,0
"2115","xd1JeV7oqs47Fra9qtJoGQ",4,"none",0,0,0,1,1,0,0,0,0,0,1,0
"2119","0vAHRd4Xlsdx3fHV8JCRBQ",4,"none",1,0,1,0,1,0,1,1,1,0,1,1
"2121","OYxzmfSSN6Vv2-qomtDPNw",3,"none",0,0,0,1,1,0,0,0,0,0,1,0
"2123","b8ublvizuqIw3Ib8pK4fDw",3.5,"fullbar",0,0,1,1,0,0,0,0,1,0,1,0
"2124","r8Jr-7YfkhJL2nxk9lxUNg",4,"fullbar",0,1,1,1,1,0,0,1,1,0,0,0
"2127","9MMxOuaRpef7ckyH4WupcQ",3,"none",0,0,1,1,1,0,0,0,0,0,1,0
"2128","WQ7Qys-keM0MCO7IGpEduQ",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"2130","xed6AtBRqx0BpeHLOiEzBg",3,"fullbar",0,1,0,1,1,0,0,1,1,0,1,0
"2132","TAOTaNgsRs5bFeQhj3z1wA",2,"none",1,0,0,1,1,0,0,0,0,0,1,1
"2133","VBVqHnViRLSYAqP7v8iNNQ",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"2138","T7Z309DN9kbkhFTCCXt1Ag",3,"none",0,1,1,1,1,0,0,1,1,0,0,0
"2140","5KheTjYPu1HcQzQFtm4_vw",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2142","rT8DwZu7pvuWKRM1nwVuug",3.5,"none",0,0,1,1,1,0,0,1,1,0,0,1
"2145","fwZzpkSH4ZOJGzDzI2rSaQ",3.5,"none",0,0,0,1,1,0,0,0,0,0,0,0
"2146","kYvZZ_aKaKLQKeyms74T2Q",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2148","rtT7RqERpHbRYOiTIgGszQ",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,0
"2149","tBecXDdDmboDVwUu4kmOiA",3.5,"none",0,0,1,1,0,0,0,0,0,0,1,1
"2151","DGqxvWTexSLYN0u86DCpuA",3,"fullbar",0,0,0,1,1,0,0,1,1,0,1,0
"2153","wkzWdo1mBqbzR2KPoXtWZw",4,"none",1,0,1,1,1,0,0,0,1,0,1,1
"2154","GC5wcui5uejRZTi8OCNPkQ",3,"fullbar",0,1,0,1,1,0,0,1,1,0,1,0
"2156","Edc4OQns2A4lqs1KT3HE-A",2,"none",0,0,0,1,1,0,0,0,0,0,0,1
"2157","s9KxZY47jt2FiDpNm9qI4A",4.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"2158","dakUSKq6Vp9X2Qvp54t4vQ",2.5,"none",0,1,0,1,1,0,0,0,1,0,0,1
"2165","BaHMCHFuuVpVUV_wOInnOA",3.5,"beerandwine",0,1,1,1,1,0,0,0,1,0,0,1
"2170","lTG46zyVkZOk6RAR17kqQQ",2.5,"none",1,0,0,1,0,0,0,1,1,0,1,1
"2172","Q7bAF6MrZ8wWfLsxaPl2Yw",4.5,"beerandwine",0,1,0,1,1,0,1,1,1,0,1,0
"2174","Jtj8qgXzuWKjO2DYIn45dw",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"2177","WyeENX8AdrERdFZtVy7uzQ",3.5,"none",1,0,1,1,1,0,1,0,0,0,1,0
"2178","KmvwcEle06KNfNhyV-QO1A",3.5,"none",0,0,1,1,1,0,0,0,0,0,1,1
"2180","50NTSGbZ3pN5643_K1IReA",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2186","jKndHanZV4fygbNHWK5Xnw",4,"none",0,0,1,1,1,0,1,1,1,0,0,0
"2187","XcOy_IMkPO9jGBox6mHT8w",4,"none",1,0,1,1,1,0,0,1,1,0,1,0
"2188","JdoBiBRgeS_KKaNaU1sofA",4,"none",0,1,0,1,1,0,0,1,1,0,1,0
"2192","iCQpiavjjPzJ5_3gPD5Ebg",4,"beerandwine",0,1,0,1,1,0,1,0,1,0,1,0
"2194","YSHLvvIOg5w7ON396yNmVA",4.5,"beerandwine",0,0,1,1,1,0,0,0,0,1,1,0
"2198","-jghjupgk9DVw5M-dCr3mw",3,"none",0,0,0,1,1,0,0,0,0,1,0,0
"2200","G7Ull-QUaNXyPwtEErHZ8g",2.5,"none",0,1,1,1,1,0,0,1,0,0,1,1
"2207","JJhnw7WJDuMHtK5i30EpGQ",3.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"2216","Cl-xl1vTUwHeaGgBxzdTRA",4,"beerandwine",0,1,1,1,1,0,0,0,1,0,1,1
"2218","1GoI8TV5ngDEqoTmDK6Iow",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2219","PpyM9QsDbpx4mOaUeOll4w",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"2221","jXo3-D3fCzaQzLE0NRZlZw",3.5,"none",1,0,0,1,1,0,1,0,0,0,0,1
"2224","IPyrraIafBs8afeVMGmfCQ",4.5,"none",0,0,1,1,1,0,0,0,0,0,0,1
"2229","c79drEBxcX3LsiK6AFgGew",4,"none",0,0,1,1,1,0,0,0,0,0,1,0
"2236","oaap_zKAxkrlTBwF3onmXw",3,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"2238","YcGHCoSkl2PLKsHQCiu0HA",4.5,"none",1,1,1,1,1,0,1,0,0,0,0,0
"2239","2d9yZ11uVa83OEQWxe4vlQ",4.5,"none",1,0,1,0,1,0,0,0,0,0,0,1
"2241","Tiy_skxHMvNCpyzAIqv6qA",3,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"2242","cI7k9zqs_pl3byUDE4cpdA",3.5,"fullbar",0,0,1,1,1,0,0,1,1,0,0,1
"2248","IO3iTBH0rX-G7E7wAreRSQ",2.5,"beerandwine",0,1,0,1,1,0,1,1,1,0,1,1
"2251","yi9725wjRYYEoF-xE47_ig",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,0,0
"2253","DWZ0-MtRSJJjHe9VV7yl5A",4.5,"beerandwine",1,1,1,1,0,0,0,1,0,0,0,0
"2255","5rPcuMOjSbKPuYzVLsstQQ",2,"none",0,0,0,1,0,0,0,0,0,0,0,1
"2258","qDbVUkKMLtRqSDcKgLTx1A",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,0
"2259","oDcTa97TuRsNVg8urdw6qA",2,"none",0,0,0,1,1,0,0,0,0,0,0,1
"2270","QWbP1vKQOFjN-6pr0-78zQ",3,"none",0,1,1,1,1,0,1,1,1,0,1,0
"2276","Y92gs-2nwUuioEdtkrOfdw",3.5,"none",0,0,0,1,1,0,0,0,0,1,0,0
"2278","TdjydrOFUSMUsTKdlXW6aQ",4,"none",0,0,1,1,1,0,0,1,0,0,0,0
"2282","TsCq0UqOrKJ_ZJx7KKwKkA",4.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"2283","YBddInm3xP6k9iOowm1EHw",3.5,"beerandwine",0,0,1,1,1,0,0,0,1,0,0,0
"2285","0ebavvJVXAzKKQ8C9cOt6g",3,"none",0,0,1,1,1,0,0,1,1,0,1,1
"2288","jItwkDeMBFquEb7mAvW-Dw",1.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"2292","uyoZHZzHaZpqMzXovJxDTw",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"2293","HVdeAldgSNW2P1zZJ1TnWw",4,"none",0,1,1,1,1,0,1,0,0,0,0,1
"2294","nWx5GEaJ1dpc-psAbG_v5Q",4,"none",0,1,1,1,1,0,0,1,1,0,0,1
"2296","xVP6vpI-LGJ4Y61gIb4LQA",3.5,"fullbar",0,0,1,1,1,0,0,1,1,0,0,1
"2297","0J-QM0fIxBNNiSK_n19y9g",3,"none",1,0,1,1,1,0,0,1,1,0,1,1
"2298","mFGUvyJSdSRjIaN94QW_IQ",4,"fullbar",0,0,1,1,1,1,0,1,1,1,1,0
"2299","ydt5yifyYhF5s430llv_Hw",2.5,"fullbar",0,1,1,1,0,0,1,1,1,0,1,0
"2300","O2opXFPnTG-Pxa_u-3w66A",4,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"2302","YWm5z2mu-C-pUuL86fcFxQ",4.5,"none",0,1,1,1,1,0,0,0,1,0,0,0
"2308","tLCZdAt83gvD6Me_Vshu1w",2.5,"beerandwine",0,1,1,1,1,0,1,0,0,0,1,1
"2315","NMw6zTXoZDEzNchVIfL1pQ",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2317","AwBCgvegeFogpb3lpmpCuw",3.5,"none",0,0,1,1,1,0,0,1,0,0,0,1
"2321","bEZalv7kVGhiCd0WK4uFSw",3.5,"none",1,0,0,1,1,0,0,1,0,0,1,0
"2325","y6Dih1p0JqNuyfw9dQJ8_g",3.5,"fullbar",1,0,0,1,1,0,0,1,0,0,1,0
"2329","rx1AEnleVRWMNz6vB-YhfQ",3.5,"none",1,0,1,1,1,0,0,1,1,0,0,1
"2330","oZfNL6ZFdITqfwJzcE-LyA",3.5,"none",1,0,1,1,1,0,0,1,1,0,0,1
"2332","2IvrdAb6zdxr3ZqplqJHbg",2,"fullbar",0,0,0,1,0,0,0,1,1,0,1,0
"2334","chBeDQdaZgrb8iOzqgeCDA",4,"beerandwine",0,1,0,1,1,0,0,1,1,0,1,1
"2336","FFolUMaFqs8vdu9ybE4-IA",2.5,"fullbar",0,1,0,1,1,0,0,0,1,0,1,0
"2342","mKf7pIkOYpEhJTqjw4_Fxg",3.5,"none",1,0,1,1,1,0,0,1,1,0,1,1
"2343","ifS_MYR01fLB0aRw0AQy5Q",3.5,"none",0,0,0,1,1,0,0,1,0,0,0,1
"2346","4JkGjRRc3XucG9U8XwthGg",4,"none",0,1,0,1,1,0,0,1,1,0,0,1
"2347","vUYz-JgVTAtUGUbQuF7czw",3,"none",0,1,1,1,1,0,1,1,0,1,0,0
"2351","rvsye09KiUNW_Xa3mygo3Q",3,"none",0,1,1,1,1,0,0,0,1,0,1,0
"2354","SvNzj0dE6UMFfp55bIze_A",3.5,"none",0,1,1,1,1,0,1,1,1,0,0,1
"2355","bCVRNEKQyrQqMRxvsiztyg",3.5,"none",0,0,0,1,1,0,0,1,0,0,1,0
"2359","VSu7GYn-Zln5TLZh_fMtvQ",3,"none",0,1,0,1,1,0,0,1,1,0,1,0
"2360","RyJIi1IP0UQ5qGbwazgsIA",2.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"2365","jgtEoeE2uoA27J_UvbE20g",4,"none",0,1,0,1,1,0,1,1,1,0,1,1
"2367","sKWZ_tAOVMZoC4Qk8_Bd4A",4,"none",0,1,1,1,1,0,0,1,1,0,1,1
"2368","A2pHOVp0zh7grb1bbZxoBQ",4,"fullbar",0,1,1,1,1,0,0,1,0,0,0,0
"2369","ID5wWJ9C7G0hfbQilvlfxA",3.5,"fullbar",0,0,1,1,1,0,0,0,1,0,1,1
